0.0, 1 
1.0, 2 
2.0, 3 
2.0, 4 
3.0, 5 
3.0, 6 
3.0, 7 
3.0, 8 
4.0, 9 
4.0, 10 
4.0, 11 
4.0, 12 
4.0, 13 
4.0, 14 
4.0, 15 
4.0, 16 
5.0, 17 
5.0, 18 
5.0, 19 
5.0, 20 
5.0, 21 
5.0, 22 
5.0, 23 
5.0, 24 
5.0, 25 
5.0, 26 
5.0, 27 
5.0, 28 
5.0, 29 
5.0, 30 
5.0, 31 
5.0, 32 
6.0, 33 
6.0, 34 
6.0, 35 
6.0, 36 
6.0, 37 
6.0, 38 
6.0, 39 
6.0, 40 
6.0, 41 
6.0, 42 
6.0, 43 
6.0, 44 
6.0, 45 
6.0, 46 
6.0, 47 
6.0, 48 
6.0, 49 
6.0, 50 
6.0, 51 
6.0, 52 
6.0, 53 
6.0, 54 
6.0, 55 
6.0, 56 
6.0, 57 
6.0, 58 
6.0, 59 
6.0, 60 
6.0, 61 
6.0, 62 
6.0, 63 
6.0, 64 
7.0, 65 
7.0, 66 
7.0, 67 
7.0, 68 
7.0, 69 
7.0, 70 
7.0, 71 
7.0, 72 
7.0, 73 
7.0, 74 
7.0, 75 
7.0, 76 
7.0, 77 
7.0, 78 
7.0, 79 
7.0, 80 
7.0, 81 
7.0, 82 
7.0, 83 
7.0, 84 
7.0, 85 
7.0, 86 
7.0, 87 
7.0, 88 
7.0, 89 
7.0, 90 
7.0, 91 
7.0, 92 
7.0, 93 
7.0, 94 
7.0, 95 
7.0, 96 
7.0, 97 
7.0, 98 
7.0, 99 
7.0, 100 
7.0, 101 
7.0, 102 
7.0, 103 
7.0, 104 
7.0, 105 
7.0, 106 
7.0, 107 
7.0, 108 
7.0, 109 
7.0, 110 
7.0, 111 
7.0, 112 
7.0, 113 
7.0, 114 
7.0, 115 
7.0, 116 
7.0, 117 
7.0, 118 
7.0, 119 
7.0, 120 
7.0, 121 
7.0, 122 
7.0, 123 
7.0, 124 
7.0, 125 
7.0, 126 
7.0, 127 
7.0, 128 
8.0, 129 
8.0, 130 
8.0, 131 
8.0, 132 
8.0, 133 
8.0, 134 
8.0, 135 
8.0, 136 
8.0, 137 
8.0, 138 
8.0, 139 
8.0, 140 
8.0, 141 
8.0, 142 
8.0, 143 
8.0, 144 
8.0, 145 
8.0, 146 
8.0, 147 
8.0, 148 
8.0, 149 
8.0, 150 
8.0, 151 
8.0, 152 
8.0, 153 
8.0, 154 
8.0, 155 
8.0, 156 
8.0, 157 
8.0, 158 
8.0, 159 
8.0, 160 
8.0, 161 
8.0, 162 
8.0, 163 
8.0, 164 
8.0, 165 
8.0, 166 
8.0, 167 
8.0, 168 
8.0, 169 
8.0, 170 
8.0, 171 
8.0, 172 
8.0, 173 
8.0, 174 
8.0, 175 
8.0, 176 
8.0, 177 
8.0, 178 
8.0, 179 
8.0, 180 
8.0, 181 
8.0, 182 
8.0, 183 
8.0, 184 
8.0, 185 
8.0, 186 
8.0, 187 
8.0, 188 
8.0, 189 
